text;label
"""Saya merasa cemas ketika ada berita mendadak di grup yang membuat semua orang panik.""";1
"""Ada rasa panik saat tidak bisa menemukan cara untuk menyelesaikan tugas.""";1
"""Saya merasa tertekan ketika ada penilaian mendadak dari guru.""";1
"""Kepanikan menghantui saya ketika saya tidak tahu jawabannya di ujian.""";1
"""Saya merasa panik ketika mendapati teman-teman saya tidak setuju dengan rencana saya.""";1
"""Ada rasa cemas ketika saya harus menunggu hasil wawancara.""";1
"""Saya merasa panik saat mendengar suara lonceng sekolah berbunyi.""";1
"""Detak jantung saya berdebar kencang saat harus berhadapan dengan orang baru.""";1
"""Saya merasa cemas ketika harus menjelaskan tugas yang belum saya pahami.""";1
"""Ada rasa bingung saat saya tidak menemukan ruangan kelas yang tepat.""";1
"""Saya merasa panik ketika harus memberikan laporan di depan kelas.""";1
"""Kepanikan melanda saat saya tidak bisa menemukan penghapus di dalam tas.""";1
"""Saya merasa tertekan ketika mendapati banyak pekerjaan rumah yang belum dikerjakan.""";1
"""Ada rasa takut saat saya harus mengikuti kegiatan di luar kelas.""";1
"""Saya merasa panik saat mendapati salah satu teman tidak datang ke sekolah.""";1
"""Detak jantung saya terasa sangat cepat saat melihat ujian yang sulit.""";1
"""Saya merasa cemas saat tidak tahu cara menjawab pertanyaan di ujian.""";1
"""Ada rasa panik ketika semua orang mulai berlarian tanpa penjelasan.""";1
"""Saya merasa tertekan saat ada tekanan untuk berprestasi di sekolah.""";1
"""Kepanikan menghantui saya saat mendapati banyak siswa yang terlambat.""";1
"""Saya merasa panik ketika harus segera memberi jawaban di kelas.""";1
"""Saya merasa tenang saat belajar untuk ujian.""";0
"""Ada rasa percaya diri ketika saya berhasil menyelesaikan tugas.""";0
"""Saya merasa nyaman saat berbagi cerita dengan teman di kelas.""";0
"""Kehidupan terasa seimbang dan saya bisa menikmati waktu dengan keluarga.""";0
"""Saya merasa santai saat menunggu giliran presentasi.""";0
"""Ada rasa puas saat menyelesaikan proyek kelompok.""";0
"""Saya merasa nyaman ketika berbicara dengan guru.""";0
"""Saya bisa mengatur waktu dengan baik untuk belajar dan bersantai.""";0
"""Kehidupan di sekolah terasa menyenangkan dan saya merasa bahagia.""";0
"""Saya bisa menikmati waktu luang di perpustakaan tanpa merasa terburu-buru.""";0
"""Ada rasa damai saat menghabiskan waktu dengan teman-teman.""";0
"""Saya merasa optimis dan tidak khawatir tentang ujian mendatang.""";0
"""Saya bisa belajar dengan fokus tanpa gangguan dari lingkungan.""";0
"""Ada rasa tenang saat saya berhasil mencapai tujuan belajar saya.""";0
"""Saya merasa nyaman saat mengikuti kegiatan ekstrakurikuler.""";0
"""Saya bisa mengelola waktu dengan baik antara belajar dan bermain.""";0
"""Ada rasa bahagia saat menerima pujian dari guru.""";0
"""Saya merasa percaya diri saat berlatih untuk presentasi.""";0
"""Kepastian membuat saya merasa lebih nyaman saat menghadapi tantangan.""";0
"""Saya merasa tenang ketika mendengarkan musik sebelum belajar.""";0
"""Ada rasa puas saat mendapatkan nilai baik di ujian.""";0
"""Saya merasa bersemangat saat memulai proyek baru.""";0
"""Ada rasa nyaman saat saya beristirahat setelah belajar.""";0
"""Saya merasa bangga setelah mencapai hasil yang baik dalam belajar.""";0
"""Kehidupan terasa lebih mudah saat saya bisa beradaptasi dengan perubahan.""";0
"""Saya merasa damai saat menghabiskan waktu di taman sekolah.""";0
"""Ada rasa senang ketika mendapatkan teman baru di kelas.""";0
"""Saya merasa tenang saat merencanakan kegiatan sekolah.""";0
"""Saya merasa optimis tentang hasil ujian yang saya kerjakan.""";0
"""Kehidupan di sekolah terasa menyenangkan dan saya bisa menikmati setiap momen.""";0
"""Saya merasa nyaman saat bertemu dengan teman di luar kelas.""";0
"""Ada rasa puas saat membantu teman yang kesulitan belajar.""";0
"""Saya merasa tenang saat menghadapi tantangan yang baru.""";0
"""Saya bisa bersantai dengan baik saat menunggu kelas dimulai.""";0
"""Ada rasa damai saat mengerjakan tugas dengan baik.""";0
"""Saya merasa bersemangat ketika mempersiapkan acara sekolah.""";0
"""Saya merasa bahagia ketika melihat teman-teman saya berhasil.""";0
"""Ada rasa puas saat mendengarkan umpan balik positif dari guru.""";0
"""Saya merasa tenang saat belajar dengan metode yang saya suka.""";0
"""Saya merasa bahagia saat dapat membantu teman dalam belajar.""";0
"""Ada rasa nyaman ketika bisa berkontribusi dalam kegiatan kelompok.""";0
"""Saya merasa optimis saat menghadapi ujian yang akan datang.""";0
"""Saya bisa menikmati proses belajar tanpa terburu-buru.""";0
"""Kehidupan terasa menyenangkan ketika saya bisa berteman dengan semua orang.""";0
"""Saya merasa bersemangat ketika mengikuti kegiatan ekstrakurikuler.""";0
"""Ada rasa damai saat saya bisa belajar dengan baik di rumah.""";0
"""Saya merasa tenang saat mengerjakan soal ujian dengan percaya diri.""";0
"""Saya merasa puas setelah merencanakan acara dengan baik.""";0
"""Ada rasa senang saat saya bisa membantu teman dengan tugasnya.""";0
"""Saya merasa optimis saat mendapatkan kabar baik tentang ujian.""";0
"""Saya merasa sangat lelah dan tidak memiliki motivasi untuk belajar.""";1
"""Setiap hari terasa berat dan saya tidak ingin keluar dari kamar.""";1
"""Saya kehilangan minat pada hobi yang sebelumnya saya sukai.""";1
"""Rasa putus asa menghantui saya setiap kali memikirkan masa depan.""";1
"""Saya merasa kosong dan tidak ada yang bisa membuat saya bahagia.""";1
"""Saya merasa tertekan saat melihat teman-teman berprestasi, sementara saya tidak.""";1
"""Kadang-kadang, saya merasa tidak ada artinya untuk berusaha.""";1
"""Saya sering merasa sendirian meskipun dikelilingi teman-teman.""";1
"""Saya merasa sulit untuk bangkit dari tempat tidur di pagi hari.""";1
"""Ada rasa hampa yang saya rasakan saat melakukan aktivitas sehari-hari.""";1
"""Saya merasa tidak ada harapan untuk mencapai impian saya.""";1
"""Ketika melihat buku pelajaran, saya merasa cemas dan tidak ingin membukanya.""";1
"""Saya merasa putus asa ketika mencoba berbicara tentang perasaan saya.""";1
"""Rasa cemas dan kesedihan sering menghampiri saya di malam hari.""";1
"""Saya merasa tidak mampu menghadapi tugas-tugas yang menumpuk.""";1
"""Setiap kali gagal, saya merasa semakin terpuruk.""";1
"""Saya merasa terasing dan tidak terhubung dengan teman-teman saya.""";1
"""Kadang-kadang, saya merasa lebih baik jika tidak ada di sekitar.""";1
"""Saya merasa tertekan saat tidak mendapatkan dukungan dari orang terdekat.""";1
"""Saya kehilangan minat untuk berpartisipasi dalam kegiatan sekolah.""";1
"""Ada rasa ketidakberdayaan yang terus menghantui saya.""";1
"""Saya merasa berat untuk mengungkapkan perasaan kepada orang lain.""";1
"""Setiap pagi, saya merasa tidak ada semangat untuk memulai hari.""";1
"""Saya sering merasa bersalah tanpa alasan yang jelas.""";1
"""Saya merasa terjebak dalam pikiran negatif yang tidak kunjung berhenti.""";1
"""Saya merasa putus asa saat mencoba meraih tujuan yang tampaknya terlalu jauh.""";1
"""Ada perasaan putus asa ketika mengingat kegagalan di masa lalu.""";1
"""Saya merasa sangat sedih, bahkan ketika tidak ada alasan yang jelas.""";1
"""Saya kehilangan minat pada pelajaran yang sebelumnya saya sukai.""";1
"""Saya merasa tertekan ketika melihat orang lain bahagia.""";1
"""Kadang-kadang, saya merasa seperti beban bagi orang-orang di sekitar saya.""";1
"""Saya merasa tidak berdaya dan tidak memiliki kontrol atas hidup saya.""";1
"""Ada rasa sepi yang mendalam di dalam hati saya.""";1
"""Saya merasa putus asa saat melihat masa depan yang kelam.""";1
"""Saya merasa sulit untuk menemukan kebahagiaan dalam hal-hal kecil.""";1
"""Saya sering merasa cemas dan tidak tenang tanpa alasan yang jelas.""";1
"""Ada rasa kosong yang selalu menghinggapi saya, tidak peduli apa yang saya lakukan.""";1
"""Saya merasa kehilangan identitas diri dan tujuan hidup.""";1
"""Saya tidak dapat menemukan kebahagiaan dalam hubungan sosial saya.""";1
"""Rasa putus asa sering menghantui pikiran saya saat berusaha belajar.""";1
"""Saya merasa tidak ada orang yang bisa memahami perasaan saya.""";1
"""Kadang-kadang, saya merasa lebih baik jika menghindari semua orang.""";1
"""Saya merasa terjebak dalam rutinitas yang membosankan.""";1
"""Ada rasa kesepian yang mendalam di dalam diri saya.""";1
"""Saya merasa tidak mampu menghadapi tantangan di sekolah.""";1
"""Saya merasa putus asa saat tidak mendapatkan nilai yang baik.""";1
"""Rasa cemas dan ketidakpastian sering mengganggu saya.""";1
"""Saya merasa sulit untuk tertawa atau bersenang-senang.""";1
"""Saya merasa terasing dari teman-teman yang dulunya dekat.""";1
"""Ada rasa putus asa ketika mengingat impian yang tidak tercapai.""";1
"""Saya merasa tidak ada yang dapat membantu saya keluar dari keadaan ini.""";1
"""Saya merasa putus asa ketika menghadapi ujian yang menegangkan.""";1
"""Saya merasa tertekan saat tidak mendapatkan dukungan emosional dari keluarga.""";1
"""Saya kehilangan minat untuk berpartisipasi dalam kegiatan sosial.""";1
"""Saya merasa hampa meskipun dikelilingi orang-orang yang peduli.""";1
"""Ada rasa putus asa yang terus mengganggu saya setiap hari.""";1
"""Saya merasa terjebak dalam kegelapan tanpa jalan keluar.""";1
"""Saya merasa tidak mampu menghadapi beban hidup yang semakin berat.""";1
"""Rasa kesedihan yang mendalam membuat saya sulit untuk tersenyum.""";1
"""Saya merasa tertekan ketika tidak dapat berbagi perasaan dengan orang lain.""";1
"""Saya merasa tidak ada harapan untuk masa depan yang lebih baik.""";1
"""Ada rasa putus asa ketika mendapati semua usaha saya sia-sia.""";1
"""Saya merasa kehilangan minat untuk berinteraksi dengan teman-teman.""";1
"""Saya merasa terpuruk dan tidak berdaya menghadapi kenyataan.""";1
"""Saya merasa bersemangat setiap kali bangun pagi untuk belajar.""";0
"""Ada rasa bahagia saat berkumpul dengan teman-teman di sekolah.""";0
"""Saya menikmati hobi baru yang saya temukan dan merasa bersemangat untuk mengeksplorasi.""";0
"""Saya merasa optimis tentang masa depan dan semua yang bisa saya capai.""";0
"""Saya merasa bersyukur atas semua pengalaman yang saya miliki.""";0
"""Saya bisa menemukan kebahagiaan dalam hal-hal kecil setiap hari.""";0
"""Saya merasa penuh energi saat mengikuti kegiatan di sekolah.""";0
"""Ada rasa bangga ketika melihat kemajuan dalam belajar.""";0
"""Saya merasa bahagia saat mendapatkan dukungan dari teman-teman.""";0
"""Saya senang mengejar impian dan tujuan yang telah saya tetapkan.""";0
"""Saya merasa tenang dan nyaman saat berbagi cerita dengan orang lain.""";0
"""Saya merasa termotivasi untuk mencapai target yang saya inginkan.""";0
"""Kehidupan di sekolah terasa menyenangkan dan saya menikmati setiap momennya.""";0
"""Saya merasa percaya diri saat mengerjakan tugas-tugas sekolah.""";0
"""Ada rasa bahagia saat berhasil menyelesaikan proyek yang sulit.""";0
"""Saya merasa termotivasi untuk belajar dan tumbuh setiap hari.""";0
"""Saya bisa mengatasi tantangan dengan sikap positif.""";0
"""Saya merasa nyaman saat berpartisipasi dalam kegiatan ekstrakurikuler.""";0
"""Ada rasa puas saat berhasil mencapai tujuan yang telah saya tetapkan.""";0
"""Saya merasa bersemangat saat belajar hal baru yang menarik.""";0
"""Kehidupan terasa penuh warna dan saya sangat bersyukur untuk itu.""";0
"""Saya merasa berenergi setiap kali berinteraksi dengan teman-teman.""";0
"""Ada rasa tenang saat menikmati waktu sendiri untuk refleksi.""";0
"""Saya merasa bahagia saat mendapatkan umpan balik positif dari guru.""";0
"""Saya merasa percaya diri saat mengikuti kompetisi di sekolah.""";0
"""Kehidupan terasa lebih berarti ketika saya bisa membantu orang lain.""";0
"""Saya merasa damai saat beristirahat dan meresapi kebahagiaan.""";0
"""Ada rasa syukur saat bisa belajar dengan cara yang menyenangkan.""";0
"""Saya merasa optimis saat melihat kemajuan dalam belajar.""";0
"""Kehidupan di sekolah memberikan banyak kesempatan untuk berkembang.""";0
"""Saya merasa puas saat bisa berkontribusi dalam kelompok.""";0
"""Saya merasa bahagia ketika bisa bersenang-senang bersama teman-teman.""";0
"""Ada rasa tenang saat bisa beristirahat dengan baik setelah belajar.""";0
"""Saya merasa termotivasi untuk mencapai tujuan yang lebih tinggi.""";0
"""Saya bisa menikmati waktu luang dengan santai dan bahagia.""";0
"""Kehidupan terasa seimbang dan saya bisa mengatur waktu dengan baik.""";0
"""Saya merasa optimis saat mengikuti kegiatan yang saya cintai.""";0
"""Ada rasa damai saat belajar dalam suasana yang positif.""";0
"""Saya merasa bangga saat melihat teman-teman saya berhasil.""";0
"""Saya merasa bahagia saat mendapatkan nilai yang baik di ujian.""";0
"""Saya merasa tenang ketika menjalani rutinitas harian yang positif.""";0
"""Ada rasa puas saat berhasil menyelesaikan tugas tepat waktu.""";0
"""Saya merasa bersemangat setiap kali berlatih untuk acara sekolah.""";0
"""Saya bisa menemukan kebahagiaan dalam belajar dan berinteraksi dengan teman.""";0
"""Saya merasa terinspirasi saat mendengar cerita sukses orang lain.""";0
"""Saya merasa bersyukur atas semua dukungan dari keluarga dan teman-teman.""";0
"""Ada rasa optimis saat memikirkan masa depan yang cerah.""";0
"""Saya merasa puas saat bisa berpartisipasi dalam kegiatan sosial.""";0
"""Saya merasa tenang saat berfokus pada hal-hal positif.""";0
"""Kehidupan terasa lebih baik ketika saya bisa berbagi kebahagiaan dengan orang lain.""";0
"""Saya merasa bersemangat untuk memulai hari baru dengan penuh harapan.""";0
"""Ada rasa bahagia ketika merayakan pencapaian kecil bersama teman-teman.""";0
"""Saya merasa percaya diri saat menjalani kehidupan sehari-hari.""";0
"""Saya merasa nyaman saat berbicara tentang impian dan harapan saya.""";0
"""Saya merasa bersemangat ketika mengikuti kelas yang menarik.""";0
"""Saya merasa frustrasi ketika gagal mencapai target yang saya tetapkan.""";1
"""Saya sering merasa cemas ketika tugas menumpuk dan tidak tahu harus mulai dari mana.""";1
"""Rasa tidak berdaya muncul saat saya tidak bisa mengontrol waktu belajar.""";1
"""Saya merasa kesal ketika rencana belajar saya terganggu oleh hal-hal yang tidak terduga.""";1
"""Kadang-kadang, saya merasa kehilangan arah dalam meraih impian saya.""";1
"""Saya merasa tertekan saat menghadapi ujian yang tidak bisa saya persiapkan dengan baik.""";1
"""Ada rasa kecewa ketika saya tidak bisa menyelesaikan tugas tepat waktu.""";1
"""Saya merasa tidak puas ketika hasil ujian tidak sesuai harapan.""";1
"""Saya sering merasa tidak mampu mengatur waktu dengan baik antara belajar dan bersosialisasi.""";1
"""Saya merasa terjebak dalam rutinitas yang membosankan dan tidak produktif.""";1
"""Rasa tidak berdaya muncul ketika saya tidak bisa mengatasi tekanan dari orang lain.""";1
"""Saya merasa kehilangan kendali saat situasi di kelas menjadi kacau.""";1
"""Saya merasa frustrasi ketika tidak mendapatkan dukungan dari teman-teman saat belajar.""";1
"""Ada rasa cemas ketika mendapati banyak pekerjaan rumah yang belum terselesaikan.""";1
"""Saya merasa tertekan saat menghadapi tugas yang melebihi kemampuan saya.""";1
"""Saya merasa tidak ada jalan keluar saat berhadapan dengan masalah yang kompleks.""";1
"""Rasa putus asa menghantui saya ketika menghadapi situasi yang tidak bisa saya ubah.""";1
"""Saya merasa tidak puas dengan hasil yang saya dapatkan meskipun sudah berusaha keras.""";1
"""Saya sering merasa terjebak dalam pikiran negatif yang membuat saya merasa tidak berdaya.""";1
"""Ada rasa frustrasi ketika tidak dapat mengontrol emosi saat berada di bawah tekanan.""";1
"""Saya merasa kehilangan motivasi ketika tidak bisa mencapai tujuan yang saya impikan.""";1
"""Saya merasa tidak memiliki kekuatan untuk mengubah keadaan yang ada.""";1
"""Saya sering merasa cemas ketika menghadapi perubahan yang tidak terduga.""";1
"""Ada rasa kesal ketika melihat teman-teman mencapai tujuan lebih cepat dari saya.""";1
"""Saya merasa putus asa saat berusaha keras namun hasilnya tetap mengecewakan.""";1
"""Saya merasa kehilangan kendali saat merencanakan proyek kelompok yang kacau.""";1
"""Rasa tidak berdaya muncul ketika saya merasa tidak mendapatkan keadilan.""";1
"""Saya merasa tertekan saat hasil kerja keras saya tidak dihargai.""";1
"""Saya merasa frustasi saat tidak bisa menyelesaikan tugas karena gangguan eksternal.""";1
"""Saya merasa kesulitan untuk menemukan cara yang tepat dalam belajar.""";1
"""Ada rasa cemas ketika saya harus berhadapan dengan orang yang menuntut terlalu banyak.""";1
"""Saya merasa tidak puas dengan diri sendiri ketika gagal dalam ujian.""";1
"""Saya merasa kehilangan kendali saat situasi di rumah menjadi rumit.""";1
"""Saya sering merasa putus asa saat menghadapi masalah yang tampaknya tidak ada solusinya.""";1
"""Ada rasa kesal ketika saya merasa tidak dihargai dalam kelompok.""";1
"""Saya merasa tertekan ketika tidak mendapatkan hasil yang saya harapkan dalam latihan.""";1
"""Saya merasa frustrasi saat tidak bisa menemukan cara untuk belajar dengan efektif.""";1
"""Saya merasa tidak berdaya ketika menghadapi konflik dengan teman-teman.""";1
"""Ada rasa kecewa ketika saya tidak bisa mendapatkan nilai yang baik.""";1
"""Saya merasa kehilangan arah ketika semua rencana belajar menjadi kacau.""";1
"""Saya merasa terjebak dalam situasi yang tidak menyenangkan di sekolah.""";1
"""Saya merasa putus asa saat melihat teman-teman mendapatkan peluang yang lebih baik.""";1
"""Ada rasa cemas ketika tidak bisa mengontrol hasil dari ujian yang saya jalani.""";1
"""Saya merasa tidak puas saat melihat usaha saya tidak menghasilkan apa-apa.""";1
"""Saya merasa kehilangan kendali saat tekanan akademik semakin meningkat.""";1
"""Rasa tidak berdaya menghantui saya ketika tidak bisa mencapai impian yang saya inginkan.""";1
"""Saya merasa frustrasi ketika situasi tidak berjalan sesuai rencana.""";1
"""Ada rasa kecewa ketika harus membatalkan rencana yang sudah saya buat.""";1
"""Saya merasa tidak mampu menghadapi tuntutan dari lingkungan sekitar.""";1
"""Saya sering merasa tertekan ketika tidak bisa memenuhi harapan orang tua.""";1
"""Ada rasa cemas ketika menghadapi tenggat waktu yang semakin dekat.""";1
"""Saya merasa kehilangan kendali saat terjebak dalam rutinitas yang monoton.""";1
"""Saya merasa bersemangat saat merencanakan tujuan yang ingin dicapai.""";0
"""Saya merasa puas ketika berhasil menyelesaikan semua tugas tepat waktu.""";0
"""Ada rasa bahagia saat melihat kemajuan yang saya buat dalam belajar.""";0
"""Saya merasa optimis ketika menghadapi tantangan baru.""";0
"""Saya dapat mengatur waktu dengan baik antara belajar dan bersosialisasi.""";0
"""Saya merasa bangga saat mampu mengatasi kesulitan dalam belajar.""";0
"""Saya merasa tenang saat menghadapi ujian karena sudah mempersiapkan diri dengan baik.""";0
"""Ada rasa percaya diri saat saya menghadapi rintangan yang sulit.""";0
"""Saya merasa berdaya saat merencanakan langkah-langkah untuk mencapai tujuan.""";0
"""Saya merasa senang ketika bisa berbagi pengalaman belajar dengan teman-teman.""";0
"""Saya merasa termotivasi untuk mengatasi setiap tantangan yang saya hadapi.""";0
"""Saya merasa mampu mengontrol emosi saat berada di bawah tekanan.""";0
"""Saya merasa puas ketika bisa berkontribusi dalam kelompok.""";0
"""Ada rasa damai ketika menjalani rutinitas belajar yang baik.""";0
"""Saya merasa bersemangat ketika mengikuti kelas yang saya sukai.""";0
"""Saya merasa tidak terbebani ketika memiliki rencana belajar yang jelas.""";0
"""Saya merasa optimis saat memikirkan masa depan yang cerah.""";0
"""Saya bisa menemukan cara yang tepat untuk belajar secara efektif.""";0
"""Ada rasa syukur saat bisa mencapai tujuan yang saya impikan.""";0
"""Saya merasa berdaya saat bisa mengatasi masalah dengan cepat.""";0
"""Saya merasa senang ketika bisa membantu teman-teman dalam belajar.""";0
"""Saya merasa bersemangat ketika mendengar kabar baik tentang hasil ujian.""";0
"""Saya merasa puas ketika berhasil menyelesaikan proyek kelompok dengan baik.""";0
"""Saya merasa optimis saat mengikuti kompetisi di sekolah.""";0
"""Saya merasa nyaman saat berbagi cerita dan pengalaman dengan teman-teman.""";0
"""Saya merasa tenang saat mengikuti rutinitas harian yang positif.""";0
"""Saya merasa senang saat bisa merayakan pencapaian kecil bersama teman-teman.""";0
"""Saya merasa percaya diri saat menghadapi ujian yang akan datang.""";0
"""Ada rasa bahagia ketika bisa berbagi ide dengan teman dalam kelompok.""";0
"""Saya merasa bangga saat melihat teman-teman saya berhasil mencapai tujuan.""";0
"""Saya merasa optimis saat belajar dengan metode yang menyenangkan.""";0
"""Saya merasa bersemangat untuk memulai proyek baru di sekolah.""";0
"""Ada rasa puas saat berhasil membantu orang lain mengatasi kesulitan.""";0
"""Saya merasa berdaya saat bisa merencanakan masa depan dengan baik.""";0
"""Saya merasa tenang saat beristirahat setelah belajar keras.""";0
"""Saya merasa bersyukur atas semua dukungan dari teman dan keluarga.""";0
"""Saya merasa optimis saat melihat perkembangan yang saya buat dalam belajar.""";0
"""Ada rasa bahagia ketika saya mendapatkan feedback positif dari guru.""";0
"""Saya merasa termotivasi untuk terus belajar dan berkembang.""";0
"""Saya merasa bersemangat setiap kali bisa berpartisipasi dalam kegiatan ekstrakurikuler.""";0
"""Saya merasa puas ketika mendapatkan nilai yang baik di ujian.""";0
"""Saya merasa tenang saat belajar dalam suasana yang kondusif.""";0
"""Ada rasa percaya diri saat berkontribusi dalam kelompok.""";0
"""Saya merasa nyaman saat berinteraksi dengan teman-teman di sekolah.""";0
"""Saya merasa bersemangat ketika mendapatkan kesempatan untuk mengikuti seminar.""";0
"""Ada rasa damai saat saya bisa merencanakan waktu belajar dengan baik.""";0
"""Saya merasa bangga saat bisa menghadapi tantangan dengan keberanian.""";0
"""Saya merasa optimis saat saya bisa menemukan solusi untuk masalah yang saya hadapi.""";0
"""Saya merasa puas ketika bisa belajar dengan cara yang menyenangkan.""";0
"""Saya merasa tertekan ketika semua tugas menumpuk dalam waktu yang bersamaan.""";1
"""Rasa bingung muncul ketika saya tidak tahu harus memprioritaskan tugas mana.""";1
"""Saya merasa overwhelmed saat menghadapi ujian dan proyek di waktu yang bersamaan.""";1
"""Ada rasa cemas ketika jadwal kegiatan ekstrakurikuler sangat padat.""";1
"""Saya sering merasa tidak berdaya ketika tidak bisa mengatasi banyaknya tekanan.""";1
"""Saya merasa bingung ketika tidak tahu bagaimana cara menyelesaikan semua tugas.""";1
"""Ada rasa putus asa ketika saya merasa semua hal datang sekaligus.""";1
"""Saya merasa terjebak dalam situasi di mana semuanya terasa terlalu berat.""";1
"""Saya merasa stres saat tidak bisa mengatur waktu dengan baik untuk belajar.""";1
"""Ada rasa cemas ketika menghadapi tenggat waktu yang sangat dekat.""";1
"""Saya merasa tidak bisa berkonsentrasi saat banyak hal yang harus dilakukan.""";1
"""Rasa kehilangan kendali muncul ketika pekerjaan menumpuk tanpa henti.""";1
"""Saya merasa putus asa ketika semua rencana belajar menjadi berantakan.""";1
"""Saya merasa overwhelmed saat harus mempersiapkan ujian di beberapa mata pelajaran sekaligus.""";1
"""Ada rasa frustasi ketika semua teman saya tampak lebih mampu mengatasi tekanan.""";1
"""Saya merasa cemas saat menghadapi deadline yang sangat mendesak.""";1
"""Saya merasa tertekan ketika harus menghadapi kritik dari guru.""";1
"""Ada rasa bingung saat tidak tahu harus mulai dari mana untuk belajar.""";1
"""Saya merasa tidak mampu mengatasi tuntutan yang ada di sekolah.""";1
"""Rasa stres muncul ketika semua tugas terasa tidak pernah selesai.""";1
"""Saya merasa tidak berdaya saat menghadapi situasi yang rumit di sekolah.""";1
"""Saya merasa kehilangan arah ketika semua hal tampak saling bertabrakan.""";1
"""Ada rasa cemas ketika tidak bisa menemukan waktu untuk bersantai.""";1
"""Saya merasa terjebak dalam rutinitas yang membuat saya kelelahan.""";1
"""Rasa overwhelmed muncul saat mendapati banyaknya ujian yang harus dihadapi.""";1
"""Saya merasa frustasi ketika tidak bisa memenuhi ekspektasi orang tua.""";1
"""Ada rasa kecewa saat melihat teman-teman lebih santai sementara saya tertekan.""";1
"""Saya merasa bingung ketika semua hal yang saya kerjakan tampak sia-sia.""";1
"""Saya merasa stres saat semua kegiatan sekolah tampak membebani pikiran.""";1
"""Ada rasa tidak berdaya ketika harus berjuang sendirian menghadapi masalah.""";1
"""Saya merasa overwhelmed ketika jadwal saya sangat padat dan tidak teratur.""";1
"""Saya merasa putus asa ketika merasa tidak mampu mengikuti pelajaran.""";1
"""Ada rasa cemas ketika deadline semakin dekat dan saya belum memulai pekerjaan.""";1
"""Saya merasa stres ketika semua tugas datang bersamaan.""";1
"""Saya merasa tidak berdaya saat berusaha memenuhi semua harapan orang lain.""";1
"""Rasa overwhelmed muncul ketika tidak bisa menemukan cara untuk menyelesaikan tugas.""";1
"""Saya merasa tertekan ketika teman-teman mengandalkan saya untuk proyek kelompok.""";1
"""Saya merasa cemas saat mendapati banyak hal yang belum saya kerjakan.""";1
"""Ada rasa frustrasi saat berusaha keras namun hasilnya tidak memuaskan.""";1
"""Saya merasa terjebak dalam siklus tugas yang tidak ada habisnya.""";1
"""Saya merasa putus asa ketika tidak bisa menemukan cara untuk mengatur waktu.""";1
"""Rasa bingung muncul ketika harus membuat keputusan di tengah banyaknya tuntutan.""";1
"""Saya merasa overwhelmed saat mendapatkan tanggung jawab tambahan.""";1
"""Ada rasa cemas saat berpikir tentang masa depan yang tidak pasti.""";1
"""Saya merasa tidak puas ketika semua usaha saya tidak membuahkan hasil.""";1
"""Saya merasa stres saat tidak bisa mengatasi ekspektasi yang terlalu tinggi.""";1
"""Ada rasa kehilangan kendali saat menghadapi banyak masalah sekaligus.""";1
"""Saya merasa frustasi ketika semua hal terasa sulit dan membingungkan.""";1
"""Saya merasa tertekan ketika tidak bisa menjaga keseimbangan antara belajar dan bersenang-senang.""";1
"""Rasa overwhelmed muncul ketika harus berhadapan dengan situasi yang tidak familiar.""";1
"""Saya merasa putus asa ketika tidak dapat menemukan solusi untuk masalah yang ada.""";1
"""Saya merasa tenang ketika berhasil menyelesaikan semua tugas dengan baik.""";0
"""Ada rasa percaya diri saat saya bisa mengatur waktu belajar dengan efisien.""";0
"""Saya merasa bersemangat ketika memiliki rencana yang jelas untuk belajar.""";0
"""Saya merasa nyaman saat menghadapi tantangan yang baru.""";0
"""Ada rasa puas saat bisa menyelesaikan proyek kelompok tepat waktu.""";0
"""Saya merasa optimis saat menghadapi ujian setelah belajar dengan baik.""";0
"""Saya merasa mampu mengatasi semua tanggung jawab yang saya miliki.""";0
"""Saya merasa tenang saat memiliki waktu untuk bersantai setelah belajar.""";0
"""Saya merasa senang ketika semua kegiatan berjalan sesuai rencana.""";0
"""Saya merasa percaya diri saat menghadapi ujian dengan persiapan yang matang.""";0
"""Ada rasa bahagia ketika bisa membantu teman dalam belajar.""";0
"""Saya merasa bersemangat saat dapat berpartisipasi dalam kegiatan ekstrakurikuler.""";0
"""Saya merasa puas ketika mendapatkan hasil yang baik dari usaha saya.""";0
"""Saya merasa tenang saat menjalani rutinitas harian yang teratur.""";0
"""Saya merasa bangga ketika bisa menyelesaikan tugas tepat waktu.""";0
"""Ada rasa optimis saat merencanakan masa depan yang cerah.""";0
"""Saya merasa percaya diri saat menghadapi ujian karena sudah mempersiapkan diri.""";0
"""Saya merasa puas saat bisa belajar dengan cara yang menyenangkan.""";0
"""Saya merasa nyaman saat berdiskusi dengan teman-teman mengenai pelajaran.""";0
"""Ada rasa syukur saat semua rencana belajar berjalan lancar.""";0
"""Saya merasa bersemangat untuk mengeksplorasi hal-hal baru dalam belajar.""";0
"""Saya merasa tenang ketika bisa menjaga keseimbangan antara belajar dan bersenang-senang.""";0
"""Saya merasa berdaya saat bisa mengambil keputusan yang tepat.""";0
"""Saya merasa optimis ketika melihat kemajuan dalam belajar.""";0
"""Saya merasa puas saat bisa menyelesaikan tugas kelompok dengan baik.""";0
"""Saya merasa bersemangat ketika bisa berkontribusi dalam proyek yang saya sukai.""";0
"""Ada rasa tenang ketika saya bisa beristirahat setelah belajar keras.""";0
"""Saya merasa senang ketika mendapatkan feedback positif dari guru.""";0
